x,y
0.654,0.829333333
0.276,0.304
0.118,0.333333333
0.114,0.248
0.09,0.136
0.142,0.189333333
0.036,0.269333333
0.038,0.12
0.032,0.136
0.036,0.130666667
0.24,0.631147541
0.28,0.579234973
0.426,0.99726776
0.48,0.797333333
0.286,0.68
0.134,0.261333333
0.446,0.92238806
0.654,0.773134328
0.668,0.928
0.37,0.896
0.17,0.644578313
0.538,0.717333333
0.298,0.384
0.262,0.621333333
0.245833333,0.644444444
0.289583333,0.547222222
0.083333333,0.652777778
0.476,0.579234973
0.112,0.368
0.14,0.210666667
0.088,0.258666667
0.086,0.253333333
0.07,0.232
0.146,0.205333333
0.945945946,0.8
0.536,0.802666667
0.128,0.202666667
0.17,0.293333333
0.214,0.312
0.252,0.805333333
0.166,0.824
0.356,0.989333333
0.27510917,0.46
0.834834835,0.6
0.358974359,0.447916667
0.436,0.410179641
0.142,0.706586826
0.104,0.443113772
0.096,0.386227545
0.084,0.335329341
0.064,0.230538922
0.068,0.191616766
0.062,0.338323353
0.04,0.329341317
0.056,0.191616766
0.058,0.314371257
0.088,0.47005988
0.044,0.224550898
0.072,0.44011976
0.018,0.056886228
0.022,0.053892216
0.04,0.116766467
0.052,0.218562874
0.058,0.189189189
0.134,0.194666667
0.094,0.125333333
0.238,0.848
0.214,0.816
0.998,0.988372093
0.402,0.735735736
0.309815951,0.782
0.254601227,0.71
0.226993865,0.706
0.41,0.994666667
0.408,0.997333333
0.276,0.942942943
0.774,0.822822823
0.589820359,0.528
0.994011976,0.962
0.344,0.533333333
0.098,0.337349398
0.184,0.584337349
0.056,0.078313253
0.083333333,0.2375
0.077777778,0.304166667
0.1,0.35
0.291666667,0.816666667
0.5,0.844919786
0.564,0.844919786
0.348,0.876876877
0.256024096,0.266
0.262048193,0.284
0.03,0.117333333
0.058,0.249249249
0.05,0.081081081
0.314,0.75975976
0.31,0.750750751
0.368,0.786786787
0.086,0.174174174
0.07,0.135135135
0.224,0.524
0.386,0.776
0.182,0.432
0.12,0.567567568
0.3,0.459701493
0.816816817,0.808
0.246,0.548192771
0.074,0.210666667
0.05,0.261333333
0.054,0.253333333
0.308,0.52
0.22,0.685333333
0.17,0.352
0.48,0.773333333
0.51,0.928
0.610666667,0.684
0.042,0.177935943
0.078,0.472
0.12,0.810666667
0.07,0.210666667
0.134,0.405333333
0.64,0.484
0.494,0.665697674
0.28,0.369186047
0.204,0.314666667
0.32,0.568862275
0.234,0.864
0.116,0.578666667
0.386,0.72
0.306,0.573333333
0.605421687,0.756
0.638,0.855855856
0.126,0.173134328
0.12,0.205970149
0.398,0.376
0.476,0.773333333
0.693693694,0.376
0.522522523,0.66
0.25625,0.413105413
0.482666667,0.758
0.49,0.949101796
0.422,0.547904192
0.056,0.114666667
0.096,0.154666667
0.166,0.590206186
0.236,0.368556701
0.2,0.301546392
0.628,0.466666667
0.056,0.09009009
0.264,0.509333333
0.314,0.362666667
0.536,0.714666667
0.07,0.344
0.234,0.885333333
0.502,0.818666667
0.687687688,0.92
0.207207207,0.302
0.093093093,0.182
0.078078078,0.176
0.12012012,0.128
0.093093093,0.126
0.069069069,0.078
0.05,0.129129129
0.072,0.39039039
0.05,0.15015015
0.056,0.27027027
0.226,0.357333333
0.732,0.568
0.648,0.770491803
0.208,0.737704918
0.104,0.510510511
0.404,0.816816817
0.93,0.984984985
0.208,0.363363363
0.05,0.165165165
0.062,0.123123123
0.046,0.12012012
0.044,0.057057057
0.128,0.174174174
0.6,0.810810811
0.21,0.861861862
0.34,0.706666667
0.362,0.64
0.222,0.994666667
0.368,0.672
0.242,0.845333333
0.316,0.610666667
0.254,0.629333333
0.276,0.522666667
0.374,0.805333333
0.198,0.850666667
0.48,0.780780781
0.74,0.688
0.276,0.642666667
0.288,0.701333333
0.098,0.328
0.898,0.904
0.414414414,0.968
0.414414414,0.956
0.495798319,0.896
0.304,0.414
0.07,0.365558912
0.32,0.688821752
0.492,0.597333333
0.25,0.330666667
0.264,0.44
0.146,0.449056604
0.062,0.305660377
0.064,0.301886792
0.052,0.120754717
0.182,0.28
0.202,0.408
0.36,0.72
0.164,0.296
0.294,0.424
0.881909548,0.988
0.363363363,0.456
0.252,0.653631285
0.088,0.279329609
0.166,0.332402235
0.108,0.201117318
0.092,0.201117318
0.062,0.223463687
0.1,0.265363128
0.074,0.081005587
0.09,0.164804469
0.076,0.131284916
0.136,0.184357542
0.1,0.310055866
0.096,0.226256983
0.116,0.32122905
0.316,0.298666667
0.214,0.346666667
0.128,0.384
0.206,0.546666667
0.254,0.445333333
0.152,0.24
0.068,0.136
0.34,0.752
0.04,0.096
0.104,0.364457831
0.04,0.138554217
0.064,0.159638554
0.17,0.443148688
0.122,0.46686747
0.044,0.261261261
0.062,0.285285285
0.066,0.208
0.11,0.530666667
0.316,0.645333333
0.354,0.570666667
0.34,0.629893238
0.19,0.330960854
0.29,0.608540925
0.066,0.193939394
0.062,0.163636364
0.18,0.674666667
0.348,0.637333333
0.09375,0.266666667
0.066666667,0.14
0.149333333,0.156
0.064,0.064
0.122666667,0.322
0.512,0.63
0.525333333,0.926
0.384384384,0.64
0.602,0.717717718
0.404,0.57957958
0.43,0.424
0.096,0.264
0.064,0.210666667
0.05,0.106666667
0.048,0.136
0.506,0.71686747
0.312,0.771084337
0.102,0.192
0.53,0.993993994
0.526,0.762762763
0.938,0.794666667
0.219219219,0.41
0.098,0.336336336
0.172,0.521084337
0.866,0.658666667
0.136,0.690666667
0.112,0.565333333
0.114,0.424
0.1,0.384
0.086,0.485333333
0.13,0.546666667
0.042,0.106666667
0.1,0.461333333
0.072,0.28
0.933333333,0.822
0.024,0.090909091
0.03,0.083333333
0.096,0.27245509
0.178,0.48502994
0.302,0.467065868
0.182,0.598802395
0.166,0.167664671
0.124,0.134730539
0.174,0.646706587
0.236,0.670658683
0.108,0.520958084
0.174,0.482035928
0.146666667,0.502
0.285333333,0.564
0.208333333,0.463768116
0.13125,0.32173913
0.12,0.450666667
0.122,0.464
0.184,0.525333333
0.66,0.848
0.098,0.317365269
0.242,0.656
0.154,0.621333333
0.344,0.637333333
0.044,0.165333333
0.056,0.205333333
0.054,0.2
0.036,0.197333333
0.042,0.24
0.116,0.293333333
0.124,0.370666667
0.056,0.285333333
0.044,0.264
0.046,0.269333333
0.052,0.186666667
0.06,0.232
0.04,0.234666667
0.062,0.290666667
0.044,0.274666667
0.291666667,0.410752688
0.312,0.346
0.290666667,0.518
0.604,0.738666667
0.482,0.84
0.092,0.117333333
0.068,0.178743961
0.066,0.120772947
0.062,0.142512077
0.05,0.117647059
0.852,0.990990991
0.582582583,0.694
0.304,0.504531722
0.096,0.43030303
0.11,0.236363636
0.136,0.424242424
0.156,0.527272727
0.114,0.390909091
0.05,0.160606061
0.324,0.802666667
0.322,0.762666667
0.312,0.829333333
0.316,0.781333333
0.1,0.346666667
0.078,0.288
0.592,0.597333333
0.416,0.842666667
0.126,0.289156627
0.042,0.141566265
0.134,0.277333333
0.13,0.264
0.13,0.250666667
0.75,0.589189189
0.508,0.913513514
0.264,0.281081081
0.44,0.254
0.258,0.600600601
0.27,0.728358209
0.23,0.84
0.266,0.546666667
0.204,0.226666667
0.3,0.544
0.996,0.370666667
0.376,0.582582583
0.338,0.627627628
0.588,0.774774775
0.22,0.48
0.178,0.714666667
0.178,0.72
0.092,0.725333333
0.146,0.688
0.21,0.674666667
0.2125,0.506289308
0.24375,0.481132075
0.210416667,0.786163522
0.15,0.465408805
0.078313253,0.184
0.141566265,0.122
0.108433735,0.1
0.147590361,0.206
0.078313253,0.134
0.075301205,0.134
0.096,0.282666667
0.58,0.992
0.52,0.997333333
0.354,0.402666667
0.21,0.344
0.302,0.465465465
0.158,0.231231231
0.072,0.237237237
0.589333333,0.946
0.184,0.363636364
0.188,0.626262626
0.21,0.362275449
0.176,0.380239521
0.092,0.338323353
0.48048048,0.42
0.359375,0.709821429
0.549333333,0.498
0.128,0.124
0.125333333,0.122
0.125333333,0.116
0.122,0.242666667
0.134,0.357333333
0.176,0.333333333
0.136,0.309333333
0.874666667,0.998
0.046,0.045333333
0.266666667,0.528
0.506289308,0.427083333
0.056,0.181333333
0.086,0.4
0.098,0.45
0.104,0.436842105
0.088,0.426315789
0.058,0.442105263
0.078,0.492105263
0.574,0.722666667
0.12,0.505988024
0.134,0.449101796
0.246,0.642666667
0.228,0.616
0.088,0.285333333
0.358,0.970666667
0.578,0.994666667
0.664,0.980861244
0.642666667,0.76
0.434666667,0.492
0.8,0.904
0.88,0.989333333
0.038,0.136
0.03,0.122666667
0.212,0.365333333
0.052,0.141333333
0.054,0.058666667
0.068,0.101333333
0.1,0.170666667
0.1,0.383040936
0.597333333,0.996
0.434666667,0.462
0.301333333,0.836
0.494,0.806794055
0.245833333,0.486352357
0.636636637,0.758
0.213213213,0.364
0.213213213,0.272
0.168168168,0.154
0.057057057,0.05
0.225225225,0.348
0.294294294,0.394
0.189189189,0.358
0.096096096,0.206
0.412,0.762666667
0.242,0.416
0.528,0.765333333
0.674666667,0.992
0.261333333,0.202
0.04,0.114666667
0.226,0.584
0.11,0.586666667
0.17,0.581333333
0.088,0.506666667
0.104,0.509333333
0.05,0.098666667
0.078,0.504
0.076,0.536
0.104,0.546666667
0.714,0.725333333
0.19,0.698666667
0.494,0.696
0.214583333,0.451149425
0.254,0.451807229
0.098666667,0.142
0.106666667,0.1
0.090666667,0.246
0.061333333,0.198
0.066666667,0.202
0.069333333,0.204
0.072,0.206
0.088,0.212
0.061333333,0.19
0.090666667,0.206
0.254,0.946107784
0.354,0.896
0.532,0.648
0.475,0.485416667
0.9125,0.85
0.433333333,0.596
0.358,0.808
0.702,0.997333333
0.046,0.248
0.094,0.338666667
0.108,0.429333333
0.06,0.114666667
0.09,0.309333333
0.052,0.253333333
0.076,0.274666667
0.232,0.858858859
0.312,0.594594595
0.222,0.747747748
0.188,0.400911162
0.96996997,0.956
0.066,0.16119403
0.06,0.119402985
0.064,0.167164179
0.11,0.226865672
0.056,0.232835821
0.253012048,0.306
0.08,0.226666667
0.1,0.237333333
0.698,0.677333333
0.742,0.733333333
0.488,0.966966967
0.462,0.996996997
0.142,0.696696697
0.11,0.291291291
0.146,0.504
0.156,0.637333333
0.48,0.98470948
0.124,0.349333333
0.03,0.106666667
0.198,0.338666667
0.394,0.633633634
0.846,0.888888889
0.33,0.47740113
0.064,0.33460076
0.268,0.52
0.226,0.277333333
0.346,0.605333333
0.308,0.704
0.288,0.605333333
0.11,0.189333333
0.064,0.082666667
0.088,0.162666667
0.056,0.184
0.066,0.288
0.058,0.189333333
0.084,0.133333333
0.16,0.365333333
0.298,0.365333333
0.556,0.807228916
0.4,0.879518072
0.306,0.68
0.386,0.725333333
0.64,0.96
0.472,0.842666667
0.341333333,0.406
0.334,0.826666667
0.236,0.722666667
0.362,0.394666667
0.168,0.544
0.284,0.770666667
0.996,0.9975
0.989333333,0.998
0.307486631,0.69
0.216,0.192
0.274666667,0.226
0.266666667,0.268
0.381333333,0.408
0.157333333,0.472
0.41,0.770666667
0.216,0.88
0.382,0.708708709
0.714714715,0.926
0.177710843,0.252
0.361445783,0.444
0.542,0.938388626
0.088,0.274666667
0.094,0.389333333
0.082,0.389333333
0.07,0.298666667
0.06,0.338666667
0.156,0.472
0.31626506,0.456
0.118,0.245333333
0.122,0.448
0.068,0.205333333
0.086,0.285333333
0.945945946,0.87
0.066,0.24
0.596,0.81981982
0.516,0.984984985
0.144,0.496987952
0.957957958,0.838
0.6996997,0.436
0.334,0.589333333
0.048,0.2
0.05,0.186666667
0.06,0.178666667
0.042,0.202666667
0.06,0.184
0.064,0.210666667
0.076,0.186666667
0.058,0.184
0.04,0.186666667
0.046,0.168
0.074,0.178666667
0.092,0.189333333
0.07,0.189333333
0.048,0.165333333
0.044,0.170666667
0.391437309,0.504
0.308,0.706666667
0.152,0.688
0.883289125,0.878
0.636,0.845333333
0.352,0.806
0.453333333,0.82
0.090666667,0.09
0.069333333,0.098
0.394736842,0.662
0.204678363,0.15
0.07,0.28
0.422916667,0.683333333
0.258333333,0.777777778
0.182,0.792
0.308,0.869333333
0.308,0.685333333
0.038,0.130666667
0.034,0.112
0.173611111,0.731481481
0.268,0.544
0.042,0.146666667
0.03,0.096
0.036,0.085333333
0.084,0.277333333
0.072,0.282666667
0.218,0.752
0.03,0.114666667
0.038,0.128
0.501779359,0.79
0.352313167,0.72
0.298932384,0.804
0.166,0.701333333
0.404,0.768
0.254,0.672
0.2,0.394160584
0.18,0.301703163
0.407185629,0.422
0.124,0.415662651
0.584,0.794666667
0.392,0.784
0.206,0.757333333
0.372,0.921921922
0.374,0.960960961
0.238,0.711711712
0.824,0.757333333
0.6,0.317333333
0.554,0.824
0.526,0.69760479
0.114,0.988023952
0.735735736,0.688
0.15,0.539156627
0.166,0.304216867
0.83847981,0.804
0.164,0.666666667
0.526,0.755230126
0.262,0.437238494
0.554,0.893305439
0.468,0.573221757
0.387096774,0.366
0.092,0.109333333
0.227083333,0.519101124
0.136,0.592783505
0.248,0.909574468
0.224,0.57712766
0.248,0.414893617
0.116,0.377659574
0.088,0.398203593
0.252,0.646706587
0.248,0.506
0.216,0.242
0.036,0.111111111
0.06,0.328173375
0.052,0.291021672
0.449101796,0.41
0.223844282,0.304
0.218978102,0.308
0.124087591,0.152
0.199513382,0.112
0.206812652,0.114
0.267639903,0.404
0.304136253,0.336
0.5,0.997333333
0.264,0.795795796
0.088,0.122666667
0.132,0.674666667
0.234,0.837333333
0.268,0.858858859
0.112,0.888888889
0.848,0.8
0.25,0.552
0.132,0.253333333
0.196,0.466666667
0.268,0.514666667
0.202,0.432
0.114,0.221333333
0.896,0.878
0.132,0.514666667
0.172,0.690666667
0.282,0.762666667
0.208,0.789333333
0.25,0.96
0.54,0.698666667
0.052,0.226666667
0.074,0.256
0.277333333,0.522
0.432,0.684
0.192,0.765765766
0.196,0.48048048
0.022,0.090666667
0.042,0.08
0.036,0.082666667
0.675675676,0.678
0.082666667,0.18
0.036,0.098666667
0.262,0.208
0.31626506,0.658
0.336,0.618666667
0.248,0.612612613
0.142,0.52
0.992,0.989333333
0.273273273,0.352
0.627627628,0.494
0.078,0.201863354
0.062,0.149068323
0.286,0.752
0.066,0.229333333
0.632,0.586
0.1,0.411411411
0.611111111,0.368
0.076,0.150793651
0.09,0.156084656
0.076,0.137566138
0.038,0.060846561
0.036,0.068783069
0.038,0.058201058
0.49,0.896358543
0.050666667,0.078
0.258,0.658666667
0.292,0.725333333
0.49,0.890666667
0.908,0.994666667
0.22,0.68
0.212,0.701333333
0.202,0.658666667
0.098,0.394666667
0.11,0.461333333
0.286,0.566
0.084,0.36
0.074,0.144
0.174,0.546
0.354,0.368
0.166,0.598
0.076,0.092
0.156,0.244
0.084,0.138
0.754666667,0.668
0.322,0.368
0.22,0.362666667
0.294,0.370666667
0.208,0.336
0.278,0.764350453
0.782,0.938666667
0.242,0.402666667
0.352,0.997333333
0.994666667,0.848
0.181333333,0.24
0.144,0.078
0.173333333,0.41
0.109333333,0.216
0.752238806,0.996
0.084,0.309333333
0.222,0.404191617
0.25,0.440721649
0.114,0.319277108
0.524,0.989333333
0.59,0.941333333
0.424,0.674666667
0.128,0.52
0.086,0.168168168
0.108,0.207207207
0.308,0.618618619
0.962,0.957957958
0.118,0.301104972
0.114,0.436746988
0.096,0.28
0.064,0.098666667
0.062,0.265010352
0.296,0.511387164
0.214,0.476190476
0.5,0.867867868
0.53164557,0.789808917
0.335917313,0.4375
0.588,0.984
0.396,0.773333333
0.726,0.562130178
0.598,0.707100592
0.558,0.874666667
0.266,0.773333333
0.294,0.712
0.034,0.088
0.194666667,0.198
0.32,0.37
0.485333333,0.56
0.493333333,0.742
0.304,0.533333333
0.35,0.568
0.148,0.314666667
0.08,0.16969697
0.046,0.175757576
0.318,0.621621622
0.412,0.928
0.566,0.832
0.268,0.941333333
0.122,0.411411411
0.054,0.372372372
0.072,0.363363363
0.212,0.762666667
0.134,0.352
0.344,0.685333333
0.61,0.818666667
0.098,0.634666667
0.236,0.570666667
0.188,0.48
0.206,0.557333333
0.112,0.24
0.136,0.234666667
0.182,0.656
0.176,0.658666667
0.122,0.48
0.16,0.36
0.162,0.28
0.128,0.357333333
0.128,0.421333333
0.176,0.389333333
0.198,0.442666667
0.608,0.897897898
0.414,0.747747748
0.318,0.873873874
0.53,0.933933934
0.174,0.405333333
0.122,0.378666667
0.490963855,0.466
0.934,0.987987988
0.146,0.432432432
0.202,0.39039039
0.268,0.462462462
0.336,0.915915916
0.381333333,0.914
0.2375,0.530612245
0.11,0.379888268
0.112,0.30726257
0.102,0.354748603
0.116,0.382681564
0.068,0.332402235
0.046,0.354748603
0.052,0.25698324
0.05,0.268156425
0.044,0.273743017
0.058,0.279329609
0.693333333,0.812
0.486322188,0.476
0.33,0.334319527
0.252,0.378698225
0.14,0.387573964
0.306,0.571005917
0.785016287,0.358
0.384364821,0.356
0.866,0.701333333
0.382,0.573446328
0.120481928,0.22
0.207831325,0.324
0.91,0.965333333
0.178,0.722666667
0.11,0.216
0.088,0.202666667
0.082,0.226666667
0.35,0.810666667
0.7,0.994666667
0.078,0.189333333
0.136,0.226666667
0.094,0.170149254
0.1,0.179104478
0.098,0.188059701
0.104,0.179104478
0.034,0.095808383
0.312312312,0.482
0.386,0.677333333
0.212,0.658666667
0.354,0.645333333
0.078,0.498666667
0.058,0.085333333
0.082,0.098666667
0.508823529,0.724
0.458823529,0.696
0.552,0.776
0.446,0.776
0.492307692,0.97
0.547692308,0.718
0.538922156,0.7
0.538922156,0.79
0.312,0.71641791
0.292,0.426666667
0.282,0.426666667
0.468,0.626666667
0.152,0.288
0.162,0.402666667
0.192,0.558718861
0.058,0.263345196
0.032,0.241992883
0.048,0.256227758
0.056,0.252669039
0.04,0.288256228
0.03,0.135231317
0.046,0.206405694
0.21,0.613333333
0.458,0.88
0.074,0.261363636
0.072,0.241477273
0.084,0.386363636
0.393393393,0.538
0.099099099,0.076
0.532,0.650666667
0.43,0.693333333
0.106,0.192
0.034,0.144
0.986376022,0.998
0.186,0.419254658
0.198,0.432024169
0.334,0.510574018
0.168,0.419939577
0.058,0.283987915
0.092,0.111782477
0.044,0.114803625
0.153153153,0.294
0.672672673,0.552
0.536,0.898148148
0.512,0.664
0.034,0.194666667
0.06,0.28
0.042,0.218666667
0.066,0.314666667
0.042,0.170666667
0.066,0.256
0.044,0.178666667
0.076,0.362666667
0.06,0.274666667
0.072,0.218666667
0.034,0.106666667
0.038,0.08
0.032,0.088
0.993975904,0.976
0.162,0.719471947
0.18,0.630363036
0.172,0.742574257
0.144,0.792079208
0.18,0.788778878
0.332,0.789333333
0.118,0.336
0.094,0.333333333
0.082,0.264
0.074,0.234666667
0.05,0.224
0.074,0.269333333
0.032,0.128
0.456,0.730103806
0.35,0.743944637
0.108,0.474048443
0.128,0.363321799
0.102,0.186851211
0.124,0.235294118
0.102,0.166089965
0.07,0.352941176
0.146,0.24
0.546,0.877333333
0.46,0.754666667
0.722,0.886419753
0.606,0.995061728
0.638,0.933333333
0.248,0.573573574
0.21,0.33033033
0.258,0.441441441
0.24,0.531531532
0.126,0.585585586
0.064,0.312312312
0.146,0.315315315
0.054,0.219219219
0.08,0.273273273
0.048,0.117117117
0.514,0.642666667
0.42,0.88
0.516,0.843843844
0.998,0.997333333
0.176,0.395721925
0.156,0.328877005
0.068,0.131016043
0.04,0.122994652
0.066,0.131016043
0.546,0.928
0.326,0.986666667
0.372,0.8
0.272,0.848
0.198,0.650666667
0.429333333,0.638
0.38,0.678678679
0.348,0.663663664
0.408,0.504
0.394,0.576
0.038,0.141333333
0.128,0.294294294
0.216,0.561702128
0.272,0.578723404
0.332,0.498666667
0.214,0.237333333
0.062,0.205063291
0.158,0.394666667
0.084,0.277333333
0.64,0.752
0.129166667,0.544025157
0.1,0.220125786
0.075,0.305031447
0.041666667,0.128930818
0.175757576,0.282
0.090909091,0.238
0.154545455,0.346
0.039393939,0.05
0.342,0.768
0.29,0.736
0.39,0.946666667
0.73,0.993993994
0.29,0.786786787
0.138,0.414414414
0.3,0.6996997
0.25,0.870870871
0.973544974,0.92
0.942,0.995
0.16,0.434666667
0.296,0.688
0.174,0.394666667
0.214,0.704
0.75,0.762666667
0.77,0.489489489
0.318,0.804804805
0.064,0.13253012
0.132,0.18373494
0.386,0.614457831
0.336,0.61746988
0.122,0.352
0.08,0.191489362
0.04,0.156914894
0.572,0.16
0.452830189,0.458333333
0.582750583,0.162
0.554,0.621333333
0.614,0.618666667
0.733532934,0.824
0.395209581,0.758
0.598,0.766666667
0.447447447,0.706
0.642642643,0.95
0.114,0.338666667
0.94011976,0.964
0.82,0.954954955
0.142,0.475935829
0.088,0.336898396
0.086,0.29144385
0.638,0.972392638
0.286,0.645333333
0.694,0.985119048
0.494,0.744047619
0.328,0.284210526
0.434,0.743157895
0.156,0.408
0.184,0.456
0.546666667,0.5
0.202,0.555555556
0.448,0.796
0.188,0.870870871
0.3,0.825825826
0.766,0.992
0.5,0.391666667
0.602,0.952
0.340490798,0.342
0.576687117,0.456
0.086,0.294294294
0.124,0.45045045
0.286,0.677333333
0.144,0.138666667
0.148,0.832
0.076,0.264
0.248,0.693333333
0.178,0.805333333
0.19,0.834666667
0.134,0.146666667
0.334,0.752
0.112,0.280966767
0.128,0.314199396
0.108,0.238670695
0.106,0.196374622
0.09,0.235649547
0.108,0.235649547
0.93837535,0.754
0.365333333,0.794
0.216,0.218
0.157333333,0.234
0.122,0.469333333
0.04,0.050666667
0.116,0.610666667
0.068,0.138666667
0.192,0.472
0.16,0.301333333
0.364,0.944
0.51,0.912912913
0.446,0.846846847
0.406,0.915915916
0.257978723,0.502
0.606382979,0.666
0.082,0.290666667
0.096,0.232
0.052,0.101333333
0.1,0.216
0.056,0.093333333
0.048,0.135135135
0.048,0.156156156
0.044,0.089595376
0.274,0.525525526
0.036,0.122666667
0.496,0.738
0.026,0.11641791
0.03,0.140298507
0.036,0.16119403
0.038,0.128358209
0.028,0.140298507
0.433962264,0.3875
0.036,0.090666667
0.032,0.101333333
0.068,0.245333333
0.06,0.330666667
0.05,0.138666667
0.046,0.149333333
0.186,0.525333333
0.534,0.989333333
0.476,0.690666667
0.904,0.916
0.226,0.606413994
0.096,0.792
0.522,0.765333333
0.248,0.674666667
0.074,0.248
0.096,0.293333333
0.056,0.44
0.062,0.234666667
0.028,0.085333333
0.026,0.101333333
0.064,0.322666667
0.1125,0.258333333
0.120481928,0.272
0.222891566,0.306
0.348,0.690690691
0.26,0.558558559
0.204,0.591591592
0.06,0.108108108
0.334,0.776
0.53,0.773333333
0.404,0.842666667
0.136,0.466666667
0.616,0.978666667
0.26,0.994666667
0.212,0.994666667
0.084,0.221333333
0.088,0.192
0.11,0.48
0.104,0.109333333
0.096,0.106666667
0.106,0.28
0.484149856,0.684
0.475504323,0.678
0.028,0.092537313
0.028,0.086567164
0.562,0.875989446
0.79,0.807387863
0.11,0.158311346
0.104,0.166226913
0.448,0.59
0.384,0.28
0.214583333,0.479674797
0.47,0.776
0.284,0.669333333
0.07,0.397333333
0.098,0.4
0.08,0.172
0.104,0.23
0.192771084,0.35
0.116,0.210666667
0.632,0.888
0.452,0.786666667
0.054,0.082666667
0.101796407,0.276
0.173652695,0.236
0.296407186,0.302
0.112,0.48048048
0.154,0.488
0.12,0.424
0.978,0.957703927
0.136,0.1
0.053333333,0.092
0.071942446,0.18
0.282666667,0.318
0.318,0.498666667
0.66,0.949333333
0.304,0.957333333
0.068,0.399399399
0.306,0.993993994
0.363395225,0.38
0.048,0.146666667
0.638,0.992
0.504,0.86
0.402666667,0.984
0.693333333,0.74
0.424,0.58
0.152,0.322580645
0.046,0.099462366
0.753753754,0.804
0.11,0.173333333
0.162,0.381333333
0.222,0.290666667
0.276,0.378666667
0.25,0.216
0.292,0.586666667
0.084,0.138666667
0.1,0.128
0.588,0.976430976
0.264,0.69023569
0.156,0.712
0.114,0.413333333
0.15,0.28
0.158,0.434666667
0.088,0.264
0.264,0.341333333
0.368,0.664
0.124,0.406832298
0.348,0.813253012
0.058,0.288
0.212981744,0.438
0.247464503,0.434
0.261663286,0.516
0.04,0.045333333
0.546,0.921921922
0.19,0.530120482
0.08,0.293436293
0.068,0.27027027
0.14,0.615615616
0.084,0.366366366
0.72,0.850415512
0.288,0.888
0.672,0.992
0.498,0.989333333
0.234,0.696
0.362,0.739393939
0.225806452,0.315895372
0.177419355,0.253521127
0.304147465,0.390342052
0.149769585,0.221327968
0.182,0.229333333
0.808,0.57918552
0.974,0.751131222
0.178,0.861861862
0.14,0.783783784
0.154,0.822822823
0.158,0.861861862
0.14,0.807807808
0.198,0.843843844
0.42,0.613333333
0.466,0.741741742
0.664,0.886
0.106,0.221333333
0.118,0.173333333
0.178,0.690666667
0.062,0.224
0.452,0.92
0.218,0.701333333
0.198,0.592
0.12,0.395543175
0.108,0.338666667
0.296,0.95412844
0.378,0.718654434
0.256,0.581039755
0.576576577,0.92
0.237322515,0.728
0.340770791,0.68
0.184584178,0.68
0.338742394,0.64
0.249492901,0.67
0.528,0.994269341
0.573573574,0.51
0.31,0.773333333
0.634,0.72
0.592,0.992
0.204,0.794666667
0.176,0.656
0.11,0.194666667
0.218,0.626666667
0.102,0.237333333
0.15,0.466666667
0.11,0.784
0.164,0.672
0.124,0.264
0.128,0.274666667
0.154,0.496
0.2,0.733333333
0.441441441,0.658
0.588,0.787061995
0.328,0.517964072
0.602,0.842666667
0.316,0.669333333
0.324,0.837333333
0.194,0.749333333
0.474,0.837333333
0.12,0.381333333
0.042,0.226666667
0.458333333,0.992932862
0.677777778,0.992932862
0.05,0.165333333
0.084,0.336
0.854,0.994666667
0.172,0.211864407
0.086,0.240112994
0.102,0.344632768
0.104,0.353107345
0.208,0.494350282
0.106,0.302259887
0.08,0.118644068
0.24,0.497175141
0.29,0.528248588
0.106,0.312
0.1,0.256
0.154,0.442666667
0.09,0.330666667
0.238,0.557333333
0.126,0.613333333
0.072,0.551724138
0.062,0.134482759
0.212,0.596551724
0.532,0.766773163
0.298,0.670926518
0.152,0.335463259
0.09,0.153354633
0.304,0.826203209
0.302,0.596256684
0.254,0.387700535
0.29,0.622994652
0.24,0.625668449
0.206,0.564171123
0.074,0.310240964
0.072,0.319277108
0.278,0.629333333
0.068,0.090909091
0.048,0.094
0.048,0.102
0.04,0.106
0.136,0.158
0.133333333,0.086
0.666,0.672672673
0.05,0.189189189
0.09,0.346385542
0.078,0.289156627
0.77,0.842666667
0.497175141,0.68
0.116,0.442666667
0.218,0.544
0.284,0.437333333
0.254,0.509333333
0.184,0.258666667
0.248,0.424
0.812,0.576
0.381381381,0.644
0.408408408,0.662
0.3003003,0.654
0.336,0.23
0.309333333,0.244
0.054,0.109333333
0.08,0.104
0.098,0.556149733
0.076,0.131016043
0.07,0.176
0.296,0.274666667
0.17,0.274666667
0.68,0.466666667
0.594666667,0.976
0.517333333,0.9
0.1,0.286144578
0.092,0.268072289
0.262,0.856
0.556,0.786666667
0.062,0.272
0.1,0.242666667
0.062,0.106666667
0.068,0.104
0.078,0.503012048
0.134,0.743975904
0.13,0.527108434
0.088,0.358433735
0.162,0.942771084
0.07,0.165662651
0.026,0.153614458
0.04,0.126506024
0.086,0.262048193
0.078,0.322981366
0.048,0.149333333
0.04,0.133333333
0.032,0.104
0.032,0.088
0.32,0.6996997
0.826666667,0.88
0.52,0.712
0.45,0.762666667
0.28,0.778666667
0.122,0.342342342
0.06,0.234234234
0.126,0.213213213
0.128,0.264264264
0.226,0.432432432
0.4,0.990990991
0.126,0.285285285
0.222,0.45045045
0.525333333,0.66
0.196,0.5475
0.128,0.6075
0.238,0.5725
0.144,0.5975
0.260479042,0.386
0.140718563,0.338
0.173652695,0.316
0.898,0.994666667
